00000066.png 467.39,223.04;1267.02,213.75;1300.63,853.72;467.02,880.25;
00011378.png 437.77,334.33;1076.27,260.42;1089.87,838.16;390.87,863.61;
00011411.png 431.66,337.88;1076.68,266.82;1091.05,843.88;383.71,871.22;
00011444.png 436.16,336.84;1085.95,270.35;1104.21,841.77;387.85,869.69;
00011478.png 443.63,331.99;1101.19,267.44;1121.94,843.54;398.91,870.44;
00011511.png 459.08,332.99;1111.93,272.99;1134.08,836.56;414.89,864.03;
00011544.png 471.86,328.04;1128.07,270.94;1153.61,831.74;431.05,859.45;
00011578.png 492.65,319.84;1149.82,266.18;1179.57,821.37;454.71,848.73;
00011611.png 500.09,314.44;1164.91,262.46;1195.53,816.73;465.96,846.61;
00011644.png 503.96,306.25;1175.8,253.58;1211.71,815.22;470.25,845.4;
00011678.png 509.51,305.5;1173.26,256.61;1212.06,806.95;476.12,839.17;
00011711.png 509.02,300.07;1176.03,254.84;1215.47,802.51;478.33,833.11;
00011745.png 512.54,295.96;1178.85,256.2;1217.71,800.94;480.16,828.65;
00011778.png 512.81,294.37;1181.34,258.14;1219.82,802.49;479.87,827.62;
00011811.png 518.81,291;1187.88,261.05;1225.89,803.19;484.14,824.72;
00011845.png 524.89,289.65;1193.79,269.04;1227.57,809.48;485.82,823.67;
00011878.png 527.82,289.32;1196.68,275.92;1224.28,811.97;484.61,819.1;
00011911.png 531.7,288.71;1197.77,283.81;1223.79,818.11;481.9,819.16;
00011945.png 531.68,290.2;1203.19,290.83;1224.67,827.34;475.95,820.41;
00011978.png 544.23,288.73;1205.3,301.51;1223.05,827.39;481.55,811.04;
00012012.png 554.8,275.64;1214.02,292.66;1232.23,815.3;488.69,791.79;
00012045.png 565.71,257.54;1225.22,278.63;1241.38,795.64;496.04,768.05;
00012078.png 575.86,244.15;1239.98,267.26;1254.77,776.92;504.06,747.55;
00012112.png 589.16,247.73;1243.1,268.55;1263.84,767.94;519.08,740.31;
00012145.png 611.17,273.7;1254.57,290.1;1284.06,778;543.9,754.86;
00012178.png 629.24,300.88;1265.73,311.87;1305.6,793.25;566.6,776.26;
00012212.png 648.3,326.62;1282.08,330.31;1332.65,805.34;591.09,794.78;
00012245.png 650.76,336.18;1283.52,337.24;1340.32,806.49;597.04,801.83;
00012278.png 646.83,340.14;1280.55,338.31;1343.01,802.33;595.96,801.94;
00012312.png 645.15,341.19;1274.5,336.46;1342.47,792.59;596.31,796.7;
00012345.png 642.11,341.75;1272.22,335;1342.71,786.43;595.22,794.2;
00012379.png 636.73,345.5;1266.74,337.26;1340.52,785.5;588.27,794.66;
00012412.png 631.99,347.5;1264.01,335.7;1341.03,783.35;583.01,795.5;
00012445.png 628.88,347.75;1268.26,335.3;1349.08,785.26;579.38,799.22;
00012479.png 628.71,344.95;1279.96,327.98;1365.26,781.41;579.15,798.22;
00012512.png 639.04,338.05;1286.45,320.34;1375.82,770.34;591.53,788.66;
00012545.png 645.83,330.98;1300.23,311.36;1393.8,762.36;598.01,781.59;
00012579.png 648.69,324.66;1307.22,305.03;1403.47,754.54;601.08,774.66;
00012612.png 654.36,316.51;1314.14,299.01;1411.97,746.8;605.07,763.07;
00012645.png 651.84,309.16;1325.23,294.04;1422.47,747.98;598.1,760.83;
00012679.png 659.72,311.97;1325.45,299.48;1422.28,742.98;601.2,752.12;
00012712.png 664.43,311.42;1332.41,302.4;1428.72,741.94;602.83,746.83;
00012746.png 666.45,312.19;1336.76,303.79;1435.79,739.46;601.53,742.25;
00012779.png 660.74,307.93;1342.31,298.31;1442.16,735.95;590.16,739.24;
00012812.png 661.45,314.93;1335.21,302.83;1434.76,727.13;590.28,733.32;
00012846.png 660.37,319.32;1333.3,305.28;1434.11,725.62;584.78,732.54;
00012879.png 652.63,320.4;1336.6,303.08;1439.55,724.59;573.49,736.36;
00012912.png 652.19,320.6;1332.91,301.27;1437.1,712.88;571.35,726.1;
00012946.png 648.53,316.09;1332.54,297.69;1439.15,703.87;563.26,717.63;
00012979.png 650.2,317.94;1334.9,298.34;1442.97,700.45;562.61,713.24;
00013013.png 654.33,317.16;1340.19,298.65;1450.93,692.38;565.99,705.06;
00013046.png 651.54,321.63;1344.35,302.55;1457.79,691.75;560.39,703.3;
00013079.png 650.99,323.98;1337.17,303.38;1450.48,682.64;561.43,698.61;
00013113.png 646.8,329.45;1338.18,306.35;1458.53,684.07;556.6,702.9;
00013146.png 646.62,340.33;1336.38,314.56;1458.94,682.2;560.65,704.01;
00013179.png 648.03,337.08;1329.94,308.31;1454.9,664.46;564.72,691.73;
00013213.png 641.84,326.53;1322.23,295.59;1452.46,640.28;558.43,672.05;
00013246.png 635.83,316.95;1317.26,284.58;1450.63,619.05;554.21,654.08;
00013279.png 630.31,309.25;1320.5,276.29;1459.68,605.96;548.24,642.12;
00013313.png 631.43,312.3;1321.15,279.58;1462.98,602.98;548.86,638.53;
00013346.png 629,322.51;1316.09,289.67;1458.18,602.05;546.15,636.66;
00013380.png 626.51,334.06;1311.89,301.62;1454.04,608.28;544.97,642.84;
00013413.png 620.09,342.2;1307.49,310.98;1451.61,615.24;535.2,651.46;
00013446.png 616.24,353;1303.41,322.42;1450.22,620.42;529.47,655.16;
00013480.png 613.69,360.65;1302.8,330.96;1450.68,624.36;526.16,657.3;
00013513.png 618.76,365.18;1299.62,337.79;1451.59,623.19;530.51,656.93;
00013546.png 616.22,371.6;1300.78,344.24;1455.15,625.45;530.45,659.57;
00013580.png 612.37,374.26;1298.41,346.11;1455.87,624.2;525.21,658.03;
00013613.png 600.63,378.49;1295.38,349.86;1456.82,626.98;510.62,662.47;
00013646.png 600.69,388.25;1288.5,358.98;1449.09,626.49;511.62,663.43;
00013680.png 599.94,396.32;1289.51,366.18;1453.63,631.97;511.04,668.9;
00013713.png 604.26,400.33;1296.55,370.46;1464.78,631.35;518.29,669.22;
00013747.png 609.64,403.91;1303.31,373.23;1473.68,632.6;523.36,669.52;
00013780.png 605.49,413.28;1307.89,382.07;1479.99,641.11;516.26,678.41;
00013813.png 604.59,420.73;1303.01,388.82;1473.95,644.61;512.75,684.39;
00013847.png 601.14,424.68;1299.83,391.78;1472.25,646.13;506.05,687.54;
00013880.png 599.39,428.27;1296.11,393.95;1467,646.31;505.66,689.64;
00013913.png 603.42,428.25;1297.82,392.15;1471.54,640.63;515.95,686.9;
00013947.png 612.73,428.22;1304.88,388.03;1486.37,632.61;533.81,685.35;
00013980.png 611.32,430.53;1307.36,385.32;1498.49,629.17;542.64,688.63;
00014014.png 619.99,430.29;1306.66,381.24;1508.47,619.47;567.64,685.93;
00014047.png 623.28,433.19;1306.94,378.49;1526.39,612.9;590.12,690.11;
00014080.png 618.61,434.11;1303.87,374.04;1532.83,606.63;597.35,690.45;
00014114.png 609.97,438.35;1294.98,371.76;1537.77,599.33;609.92,699.1;
00014147.png 605.91,444.96;1287.93,369.75;1550.26,594.89;624.57,706.77;
00014180.png 598.13,444.9;1280.75,364.81;1552.2,585.09;630.02,708.11;
00014214.png 582.91,443.74;1267.18,359.03;1554.83,576.22;631.79,708.35;
00014247.png 567.14,445.92;1253.45,355;1555.41,569.45;635.51,712.83;
00014280.png 553.13,448.96;1245.75,353.39;1557.51,566.84;635.22,718.71;
00014314.png 535.78,446.47;1233.15,346.13;1560.77,558.06;636.44,721.36;
00014347.png 526.65,444.9;1223.06,342.03;1559.31,550.17;646.01,717.11;
00014381.png 528.08,448.54;1215.94,343.49;1561.89,549.45;661.19,722.06;
00014414.png 532.06,446.11;1217.09,340.05;1575.28,544.84;684.06,719.58;
00014447.png 537.94,444.49;1221.91,336.59;1589.81,538.85;707.11,718.24;
00014481.png 539.32,445.7;1226.65,336.45;1603.85,540.96;717.37,725.32;
00014514.png 550.39,443.75;1233.4,333.06;1614.02,535.31;738.84,718.77;
00014547.png 564.95,427.78;1239.35,320.51;1621.25,516.85;758.95,695.48;
00014581.png 570.15,418.39;1243.98,310.79;1627.1,504.4;767.36,684.37;
00014614.png 593.4,418.88;1258.77,308.87;1649.22,499.46;803.34,680.1;
00014647.png 619.06,418.04;1280.13,302.79;1680.24,491.47;844.7,679.38;
00014681.png 641.3,420.7;1299.8,302.25;1711.63,492.09;880.84,684.43;
00014714.png 676.89,424.63;1329.14,301.62;1756.19,491.34;936.73,691.46;
00014748.png 695.75,421.11;1345.51,294.51;1780.39,483.59;971.54,687.66;
00014781.png 711.64,411.72;1356.63,282.01;1804.17,469.43;1009.23,678.88;
00014814.png 711.57,407.3;1349.41,274.55;1800.65,458.27;1021.97,671.83;
00014848.png 698.33,406.66;1335.27,272.67;1788.35,456.36;1017.67,673.78;
00014881.png 673.21,402;1310.6,263.18;1767.57,446.66;1002.56,671.86;
00014914.png 642.93,402.02;1280.9,258.63;1740.81,440.63;986.62,672.37;
00014948.png 624.95,402.54;1261.11,255.57;1723.65,434.76;976.97,674.71;
00014981.png 606.13,406.32;1239.78,253.03;1705.56,430.49;972.55,680.4;
00015015.png 588.85,412.47;1226.68,248.93;1700.76,425.23;976.38,686.48;
00015048.png 583.48,413.84;1217.92,247.11;1697.57,421.99;984.16,690.36;
00015081.png 571.46,415.56;1203.07,241.91;1692.5,418.45;990.71,699.95;
00015115.png 567.13,422.9;1189.14,243.19;1677.62,415.56;996.89,703.64;
00015148.png 566.43,417.98;1181.71,234.39;1675.13,404.56;1008.95,696.69;
00015181.png 555.19,408.48;1168.84,219.11;1668.47,384.32;1016.7,684.07;
00015215.png 533.79,399.53;1150.99,202.21;1663.52,367.04;1019.54,678.7;
00015248.png 535.25,394.87;1140.38,194.57;1651.62,353.65;1022.9,668.02;
00015281.png 528.45,392.5;1132.59,184.45;1645.45,342.65;1034.8,662.7;
00015315.png 529.6,391.83;1122.77,176.39;1642.58,329.86;1051.53,659.78;
00015348.png 530.22,394.84;1121.03,171.47;1647.28,322.76;1065.82,659.79;
00015382.png 540.91,390.95;1119.21,164.57;1646.2,312.52;1091,653.32;
00015415.png 543.31,391.91;1117.64,162.28;1650.39,307.72;1105.76,652.82;
00015448.png 543.98,389.19;1113.72,152.64;1654.92,297.61;1122.15,650.45;
00015482.png 548.05,383.24;1115.15,144.03;1660.5,286.78;1140.29,643.55;
00015515.png 550.39,378.92;1113.95,134.73;1670.31,278.94;1163.33,641.82;
00015548.png 567.41,376.6;1117.85,132.48;1669.77,272.5;1183.7,631.38;
00015582.png 573.71,375.33;1114.29,129.57;1668.73,268.26;1198,628.65;
00015615.png 574.8,373.47;1111.32,126.66;1664.77,263.3;1206.31,623.58;
00015648.png 570.48,370.6;1100.73,120.79;1657.96,255.22;1211.3,616.2;
00015682.png 569.61,368.5;1093.92,115.1;1652.56,246.72;1223.5,609.17;
00015715.png 574.48,367.74;1091.76,113.86;1653.48,242.13;1234.84,606.62;
00015749.png 580.25,363.51;1089.25,107.56;1652.58,232.52;1251.34,595.97;
00015782.png 580.48,360.91;1085.47,96.69;1654.41,218.94;1263.43,586.6;
00015815.png 580.97,355.76;1077.4,93.61;1644.02,211.46;1268.14,578.02;
00015849.png 568.9,354.58;1064.77,85.32;1639.91,200.68;1274.9,574.71;
00015882.png 566.06,352.13;1058.9,78.04;1636.26,193.09;1280.27,571.33;
00015915.png 572.08,348.42;1057.68,74.76;1630.41,186.85;1280.23,561.56;
00015949.png 568.92,339.6;1053.74,66.19;1626.54,176.13;1279.42,550.71;
00015982.png 562.11,331.99;1051.08,60.28;1621.55,171.29;1269.24,543.66;
00016016.png 541.42,328.98;1041.87,59.47;1608.91,174.27;1238.31,545.99;
00016049.png 538.04,330.96;1040.05,62.59;1606.09,180.45;1223.7,552.48;
00016082.png 532.82,336.72;1040.29,68.58;1605.4,188.67;1211.41,560.96;
00016116.png 528.7,339.52;1039.89,72.29;1601.46,195.05;1199.27,567.66;
00016149.png 521.31,346.09;1041.15,79.22;1597.38,203.85;1182.91,578.78;
00016182.png 511.06,349.02;1039.74,81.86;1595.4,209.84;1162.42,586.38;
00016216.png 498.28,350.43;1039.46,81.64;1593.94,212.58;1144.66,593.47;
00016249.png 493.62,344.65;1037.3,82.24;1587.07,214.13;1124.06,589.99;
00016282.png 489.29,340.63;1040.31,80.2;1589.19,214.87;1113.77,587.4;
00016316.png 486.24,333.62;1045,75.03;1590.83,213.67;1101.14,584.97;
00016349.png 484.01,337.52;1051.1,79.52;1593.87,221.35;1084.12,595.76;
00016383.png 484.42,335.19;1054.29,83.3;1588.19,228.86;1065.87,594.37;
00016416.png 473.89,331.84;1056.55,82.22;1592.18,232.66;1047.48,599.83;
00016449.png 479.12,331.97;1059.72,87.33;1584.67,236.47;1032.19,594.21;
00016483.png 473.97,331.35;1065.51,89.21;1586.36,242.72;1012.44,598.97;
00016516.png 477.24,329.9;1072.76,94.55;1587.6,250.01;995.76,599.76;
00016549.png 477.13,332.64;1080.29,100.61;1587.59,259.34;980.58,606.14;
00016583.png 475.52,337.47;1085.49,109.29;1584.32,268.7;959.8,611.6;
00016616.png 475.43,338.26;1087.27,113.33;1582.8,275.33;946.61,614.21;
00016649.png 474.19,343.63;1090.74,122.03;1578.17,287.02;923.38,619.43;
00016683.png 468.94,349.26;1091.54,129.66;1568.17,297.59;895.53,628.63;
00016716.png 464.22,351.29;1091.7,136.57;1558.78,307.25;868.95,631.57;
00016750.png 461.24,351.32;1093.8,140.23;1546.83,312.38;843.83,630.77;
00016783.png 459.56,346.7;1095.03,139.06;1542.68,313.42;824.96,626.17;
00016816.png 455.74,336.55;1097.41,134.89;1534.8,310.45;801.21,615.64;
00016850.png 455.23,326.98;1100.71,132.25;1526.69,310.29;774.91,606.94;
00016883.png 454.18,321.95;1109.44,131.37;1526.76,316.53;755.29,604.58;
00016916.png 465.6,316.4;1120.55,134.85;1528.79,323.58;748.18,600.95;
00016950.png 474.46,310.96;1131.26,133.87;1533.43,326.05;744.73,596.34;
00016983.png 477.24,298.4;1143.01,130.83;1537.08,328.17;732.31,588.02;
00017017.png 480.63,288.92;1151.73,127.38;1542.64,330.59;722.13,580.86;
00017050.png 489.13,285.47;1163.55,132.73;1547.44,338.89;719.68,577.68;
00017083.png 497.48,286.19;1170.08,139.08;1544.78,352.27;711.43,584.2;
00017117.png 494.85,297.02;1168.04,154.2;1533.68,372.97;697.82,599.01;
00017150.png 493.49,317.17;1163.37,180.37;1513.75,403.83;680.48,621.09;
00017183.png 489.37,326.56;1159.27,194.27;1496.87,423.9;658.1,630.66;
00017217.png 476.81,323.6;1150.78,199.02;1475.42,431.87;623.44,628.89;
00017250.png 461.9,324.03;1137.45,206.5;1444.59,442.14;584.38,629.8;
00017283.png 452.91,324.64;1135.21,209.38;1431.39,450.75;563.34,630.63;
00017317.png 458.03,323.32;1133.68,217.19;1416.72,460.86;546.03,627.55;
00017350.png 461.31,319.62;1137.02,221.18;1402.99,466.49;533,622.91;
00017384.png 469.8,314.31;1145.63,222.44;1400.8,471.43;525.41,615.68;
00017417.png 479.08,306.36;1156.37,220.34;1400.47,472.01;519.77,605.83;
00017450.png 478.03,298.54;1164.63,216;1402.58,474.1;508.82,601.09;
00017484.png 484.97,289.3;1172.41,214.19;1399.5,472.58;502.03,590.01;
00017517.png 496.57,283.88;1175.88,215.58;1391.06,471.33;499.28,576.57;
00017550.png 504,276.45;1183.38,214.7;1385.29,471.09;493.65,565.22;
00017584.png 509.54,265.92;1188.22,210.64;1377.81,466.82;481.4,551.94;
00017617.png 509.97,258.84;1190.35,207.31;1371.91,464.54;471.77,540.51;
00017650.png 516.29,253.91;1195.42,208.57;1361.26,466.65;463.48,532.71;
00017684.png 522.04,249.53;1207.69,211.03;1361.72,475.39;452.07,529.53;
00017717.png 548.4,249.87;1223.07,218.14;1361.84,480.2;467.24,521.57;
00017751.png 567.95,240.75;1250.96,215.96;1382.25,485.39;477.26,515.35;
00017784.png 587.98,239.26;1263.9,218.21;1389.49,486.03;493.35,507.39;
00017817.png 613.18,232.01;1291.27,217.96;1408.72,490.17;509.92,499.75;
00017851.png 626.95,221.34;1314.88,214.6;1426.96,493.16;513.02,491.05;
00017884.png 643.11,219.12;1333.17,221.09;1433.82,507.12;515.22,491.23;
00017917.png 656.12,211.38;1351.94,223.31;1435.45,516.61;510.2,483.02;
00017951.png 676.51,209.5;1368.19,232.11;1427.45,528.62;507.95,475.5;
00017984.png 694.41,207.29;1386.84,238.78;1424.71,536.83;508.06,467.67;
00018018.png 701.4,203.03;1400.96,242.42;1413.59,547.8;492.94,463.84;
00018051.png 706.59,199.92;1396.39,244.25;1386.2,545.65;482.05,450.37;
00018084.png 705.83,191.29;1401.51,243.04;1367.56,550.55;459.18,443.34;
00018118.png 710.25,189.04;1397.11,244.07;1345.54,546.53;454,432.93;
00018151.png 713.96,188.93;1397.83,248.91;1328.94,551.98;446.49,430.01;
00018184.png 716.51,189.74;1395.27,255.02;1310.3,558.52;436.9,427.95;
00018218.png 721.72,186.94;1400.58,257.43;1298.91,561.5;432.44,421.75;
00018251.png 721.1,180.18;1406.4,256.73;1282.84,566.87;412.7,415.67;
00018284.png 720.56,179.99;1399.45,261.25;1257.56,568.63;403.78,409.7;
00018318.png 720.97,181.06;1394.35,265.31;1235.55,573.6;390.22,408.33;
00018351.png 718.31,175.77;1388.98,263.14;1213.1,571.42;377.29,401.55;
00018385.png 713.8,167.43;1381.93,255.04;1193.87,561.16;368.21,390.45;
00018418.png 713.42,159.55;1379.97,248.18;1181.83,556.05;363.37,382.45;
00018451.png 716.57,146.21;1384.15,233.53;1178.37,540.73;361.01,367.88;
00018485.png 713.87,133.39;1380.03,220.5;1163.58,526.46;352.95,352.77;
00018518.png 705.84,128;1367.42,217.28;1138.33,521.73;336.99,345.27;
00018551.png 682.06,119.7;1341.01,211.46;1093.06,514.02;295.84,334.4;
00018585.png 654.14,113.2;1311.44,207.21;1038.97,508.74;248.82,321.99;
00018618.png 634.05,114.67;1283.21,214.8;986.76,514.9;212.86,322.22;
00018651.png 628.51,136.92;1265.32,245.13;945.39,546.43;196.31,340.61;
00018685.png 630.92,152.05;1257.3,267.51;917.18,566.9;191.55,352.87;
00018718.png 643.63,166.39;1261.75,288.71;906.95,585.3;196.98,361.31;
00018752.png 666.65,180.67;1272.43,307.47;899.55,599.41;220.07,369.51;
00018785.png 686.99,180.57;1284.53,312.82;896.82,598.29;235.13,361.9;
00018818.png 705.1,181.99;1295.81,318.89;895.14,597.17;252.19,355.97;
00018852.png 723.83,179.9;1305.89,320.47;888.52,592.31;264.3,345.65;
00018885.png 741.2,172.92;1322.2,319.29;884.49,588.39;270.49,334.08;
00018918.png 756.12,169.04;1333.8,320.4;883.28,585.14;280.99,324.9;
00018952.png 769.42,170.89;1337.35,324.51;882.73,579.38;297.88,318.74;
00018985.png 777.47,172.66;1339.71,330.41;869.8,579.1;302.21,314.88;
00019019.png 782.06,175.16;1339.08,337.32;854.16,580.34;301.71,312.01;
00019052.png 784.64,180.97;1330.46,344.2;837.54,581.25;300.75,313.01;
00019085.png 780.85,184.05;1319.51,348.2;812.38,581.49;289.49,311.83;
00019119.png 775.16,191.18;1303.57,355.84;786.43,587.51;276.46,316.5;
00019152.png 764.66,198.12;1294.02,368.22;746.02,601.29;252.51,322.65;
00019185.png 751.88,206.2;1266.92,377.14;714.19,604.58;239.59,327.53;
00019219.png 750.88,211.86;1264.5,385.41;688.86,614.29;225.34,331.32;
00019252.png 747.54,215.85;1251.96,388.29;672.92,609.85;227.93,330.77;
00019285.png 747.46,216.1;1249.8,392.07;654.61,610.32;220.28,328.68;
00019319.png 750.31,216.46;1241.44,390.47;638.52,603.47;223.21,325.03;
00019352.png 754.88,218.53;1239.58,392.87;633.03,602.96;227.38,325.14;
00019386.png 760.91,221.14;1238.95,394.66;624.74,601.16;233.64,325.7;
00019419.png 767.29,220.8;1239.15,394.78;623.89,596.31;240.25,322.55;
00019452.png 770.27,220.75;1237.87,394.6;616.35,591.25;245.13,320.6;
00019486.png 773.5,218.29;1233.15,389.8;606.9,581.71;245.91,313.33;
00019519.png 773.66,218.13;1232.91,391.85;591.77,583.87;239.48,313;
00019552.png 775.49,228.75;1224.46,400.88;590.44,587.33;246.76,321.99;
00019586.png 772.8,240.04;1219.06,412.45;583.87,599.49;245.9,331.55;
00019619.png 768.22,247.53;1211.03,421.31;575.79,607.86;240.17,340.56;
00019652.png 760.32,254.33;1204.65,424.35;570.35,616.09;232.19,348.71;
00019686.png 761.74,257.03;1212.47,426.58;583.85,622.57;235.58,356.89;
00019719.png 765.47,256.9;1221.66,422.79;599.03,622.82;242.08,360.26;
00019753.png 766.4,258.33;1229.93,419.96;615.58,629.21;243.66,367.63;
00019786.png 758.55,257.81;1232.93,417.42;616.25,638.64;230.95,375.68;
00019819.png 739.65,259.12;1218,413.35;617.99,639.81;219.06,383.17;
00019853.png 725.02,257.92;1211.47,407.58;616.08,641.44;204.63,387.54;
00019886.png 700.06,256;1196.42,401.76;607.1,644.64;176.39,392.16;
00019919.png 673.89,258.21;1180.48,400.35;599.11,654.68;148.91,403.68;
00019953.png 650.62,257.58;1174.24,397.84;601.59,662.58;121.49,410.86;
00019986.png 638.57,253.4;1168.22,389.98;609.34,659;113.4,412.93;
00020020.png 625.33,247.07;1166.75,376.89;618.51,651.65;99.88,410.42;
00020053.png 616.57,243.39;1166.12,370.36;633.55,649.54;94.07,411.51;
00020086.png 618.31,245.63;1175.86,371.14;659.44,655.46;103.3,418.89;
00020120.png 624.61,247.46;1187.72,371.62;684.16,657.31;114.54,422.22;
00020153.png 637.86,247.87;1212.11,371.14;714.64,665.16;126.57,427.64;
00020186.png 644.24,250.58;1219.73,372.01;742.3,662.56;144.65,429.79;
00020220.png 643.07,250.03;1221.55,369.6;752.95,661.86;147.27,430.35;
00020253.png 638.74,249.26;1220.04,367.86;756.28,660.45;144.42,432.4;
00020286.png 631.42,247.33;1216.2,362.59;760.13,657.58;137.88,432.14;
00020320.png 625.91,244.92;1215.84,357.43;769.41,653.85;138.24,433.34;
00020353.png 624.75,242.64;1225.51,352.84;785.34,657.91;134.63,437.74;
00020387.png 624.34,246.22;1224.81,353.11;803.5,654.45;145.41,440.91;
00020420.png 623.42,247.98;1229.66,351.76;822.44,655.73;148.6,445.79;
00020453.png 620.02,245.25;1240.45,347.22;840.49,660.34;142.86,450.58;
00020487.png 615.63,248.05;1237.63,346.23;858.92,656.79;151.01,454.85;
00020520.png 608.02,249.39;1242.33,347.43;875.11,660.54;145.77,459.71;
00020553.png 607.94,247.56;1247.28,339.28;900.08,655.35;153.68,462.5;
00020587.png 601.6,243.12;1251.44,328.2;923.79,648.46;153.82,462.79;
00020620.png 593.83,239.56;1253.59,319.13;940.93,640.43;153.2,464.45;
00020653.png 583.42,245.36;1256.3,316.87;965.37,648.46;142.59,481.94;
00020687.png 568.6,260.55;1244.33,322.03;981.53,652.98;146.36,501.89;
00020720.png 555.02,271;1239.05,326.3;998.66,659.24;141.36,520.17;
00020754.png 545.49,278.2;1243.42,329.26;1018.45,667.47;138.23,533.72;
00020787.png 543.1,291.12;1236.71,336.77;1036.78,673.65;148.36,550.42;
00020820.png 542.87,307.21;1240.4,348.45;1064.42,688.69;163.36,573.63;
00020854.png 540.78,318.73;1242.06,356.76;1083.87,700.69;168.88,592.2;
00020887.png 534.98,320.24;1243,356.1;1096.9,700.44;172.54,598.82;
00020920.png 529.76,323.14;1239.71,352.25;1109.78,697.69;174.01,605.4;
00020954.png 523.88,321.27;1236.2,344.14;1122.57,691.75;179.8,609.54;
00020987.png 519.61,319.92;1233.95,335.37;1133.64,682.85;186,611.34;
00021021.png 517.09,313.34;1231.46,324.79;1141.08,670.61;189.06,608.49;
00021054.png 509.24,293.96;1230.69,298.4;1151.81,641.09;189.52,588.61;
00021087.png 505.58,283.55;1232.14,280.99;1170.75,625.23;194.02,582.99;
00021121.png 498.51,285.23;1233.56,277.59;1189.27,625.98;198.72,593.91;
00021154.png 488.55,289.43;1231.36,278.58;1200.17,631.75;194.95,605.98;
00021187.png 472.59,291.7;1223.16,274.39;1207.65,632.83;189.13,617.87;
00021221.png 444.29,289.56;1199.6,268.48;1198.79,625.89;162.4,623.47;
00021254.png 428.03,267.18;1197.15,242.08;1212.09,601.31;149.96,605.41;
00021287.png 425.54,250.18;1204.71,222.01;1232.72,581.58;153.89,592.27;
00021321.png 425.91,244.93;1210.47,216.31;1250.2,577.36;162.49,587.76;
00021354.png 439.73,229.15;1231.48,201.05;1288.69,565.55;184.48,579.38;
00021388.png 453.39,221.4;1254.51,194.34;1322.68,566.85;204.44,580.08;
00021421.png 462.18,220.21;1272.36,194.35;1353.5,576.71;220.34,588.94;
00021454.png 466.31,221.15;1295.41,196.18;1388.6,599.94;227.31,609.79;
00021488.png 484.89,230.94;1303.75,205.79;1402.36,612.68;258.6,622.25;
00021521.png 505.48,227.71;1325.92,202.47;1435.18,619.06;290.4,627.64;
00021554.png 523.82,224.93;1346.23,199.98;1463.03,624.88;319.78,632.55;
00021588.png 548.82,235.39;1366.13,213.02;1487.96,648.45;358.88,654.12;
00021621.png 563.02,244.42;1374.92,223.13;1498.91,669.57;379.26,673.26;
00021654.png 565.43,251.68;1382.47,233.15;1504.01,693.07;387.52,692.77;
00021688.png 567.69,261.65;1385.24,243.37;1509.57,717.8;396.7,716;
00021721.png 567.48,258.64;1377.94,241.43;1501.78,721.33;401.29,721.27;
00021755.png 563.17,266.81;1375.54,247.4;1499.64,740.01;405.94,743.72;
00021788.png 560.97,281.45;1369.16,260.36;1494.85,761.85;408.75,769.66;
00021821.png 553.56,292.66;1357.8,270.03;1484.85,780.6;406.35,790.62;
00021855.png 540.95,299.81;1352.65,274.55;1475.91,793.6;401.98,807.22;
00021888.png 536.99,289.18;1345.65,264.87;1470.48,791.65;399.75,808.09;
00021921.png 536.73,284.17;1329.82,260.4;1447.54,782.15;407.75,801.64;
00021955.png 533.44,272.96;1321.96,250.96;1434.43,773.29;413.74,789.62;
00021988.png 532.69,264.18;1311.74,241.44;1416.64,758.29;419.76,774.59;
00022022.png 530.16,244.34;1296.47,226.86;1392.92,740.35;420.16,752.29;
00022055.png 528.91,232.99;1282.78,220.5;1370.52,726.46;419.67,734.57;
00022088.png 533.04,218;1275.26,209.05;1354.79,710.68;427.23,712.09;
00022122.png 534.95,206.58;1271.09,200.86;1345.47,699.39;433.06,699.24;
00022155.png 533.49,192.63;1269.01,185.66;1341.85,688.25;438.19,688.89;
00022188.png 533.29,180.07;1269.8,171.44;1344.73,682.28;442.57,684.61;
00022222.png 526.89,163.98;1266.91,152.71;1343.63,666.94;442.95,677.36;
00022255.png 513.65,155.4;1257.61,136.7;1339.21,659.56;438.12,681.93;
00022288.png 497.54,166.04;1251.32,142.25;1336.33,676.67;432.01,704.09;
00022322.png 491.86,186.2;1238.66,155.29;1331.78,691.68;438.92,732.11;
00022355.png 490.34,200.68;1238.6,165;1338.35,706.13;443.9,754.65;
00022389.png 492.57,209.96;1241.97,172.18;1346.77,716.51;456.7,771.3;
00022422.png 491.65,206.72;1244.11,167.97;1352.21,717.16;460.43,772.32;
00022455.png 490.05,193.86;1243.42,159.14;1347.84,711.99;458.41,762.58;
00022489.png 481.21,173.15;1241.52,146.44;1334.39,704.76;446.17,746.72;
00022522.png 483.62,159.62;1237.53,141.84;1321.21,700.23;441.12,731.84;
00022555.png 484.8,147.04;1249.32,138.78;1319.75,705.36;437.58,723.1;
00022589.png 500.49,140.57;1253.17,143.54;1315.01,711.55;445.23,717.87;
00022622.png 509.3,136.11;1262.86,142.57;1315.93,716.64;451.02,714.65;
00022655.png 518.46,134.31;1272.13,143.25;1319.55,723.99;458.88,717.26;
00022689.png 524.27,135.42;1276.88,142.44;1320.82,725.23;465.31,718.19;
00022722.png 521.77,131.03;1287.83,135.61;1331.23,734.19;465.26,730.01;
00022756.png 528.49,143.78;1285.23,146.9;1328.42,740.74;476.53,736.81;
