00000066.png 802.98,230.13;1421.3,236.84;1419.71,867.71;789.88,854.77;
00011444.png 800.49,223.59;1408.3,225.83;1413.49,848.88;790.33,840.62;
00011478.png 799.2,225.3;1409.38,226.29;1413.32,850.98;791.16,842.55;
00011511.png 799.77,225.04;1409.43,224.36;1413.3,849.64;791.16,839.81;
00011544.png 800.49,224.23;1410.51,224.26;1414.72,848.02;791.49,839.83;
00011578.png 801.3,224.26;1411.26,224.07;1416.46,849.07;795.19,839.97;
00011611.png 801.56,221.04;1412.85,222.02;1417.52,846.3;792.39,838.45;
00011644.png 803.1,221.23;1409.19,223.78;1418.2,845.71;793.01,838.03;
00011678.png 802.83,219.13;1415.18,219.24;1419.14,844.61;795.74,837.45;
00011711.png 801.75,218.13;1416.42,218.27;1419.74,844.61;793.88,836.74;
00011745.png 803.41,217.2;1416.34,217;1421.46,843.13;795.27,836.24;
00011778.png 803.4,216.8;1417.49,216.32;1421.84,843.31;795.78,836.33;
00011811.png 804.84,216.3;1419.65,216.16;1423.62,842.79;797.23,835.65;
00011845.png 806.79,215.87;1419.26,217.01;1424.32,841.53;799.87,834.79;
00011878.png 807.93,217.26;1420.83,216;1425.1,844.02;803.51,835.34;
00011911.png 808.85,216.19;1422.48,215.45;1426.46,842.52;804.12,834.56;
00011945.png 808.09,214.76;1421.05,215.06;1426.49,840.86;800.19,833.65;
00011978.png 808.02,213.11;1421.51,215.27;1426.63,839.74;801.23,832.37;
00012012.png 808.39,214.17;1421.09,213.99;1426.26,840.67;799.96,833.21;
00012045.png 807,213.44;1421.18,213.36;1425.4,840.21;799.29,831.34;
00012078.png 808.74,215.19;1418.75,215.47;1423.67,836.74;801.93,828.86;
00012112.png 806.24,211.22;1418.93,212.07;1423.39,837.54;797.34,829.46;
00012145.png 805.19,210.69;1416.27,211.42;1421.62,837.28;797.09,829.17;
00012178.png 810.37,211.53;1411.51,215.91;1417.03,831.25;803.2,824.2;
00012212.png 805.62,210.5;1415.36,213.06;1419.72,834.45;798.22,827.46;
00012245.png 806.3,209.87;1417.69,210.21;1421.54,834.32;797.78,826.15;
00012278.png 808.94,210.97;1415.71,212.93;1419.38,831.48;801.34,824.93;
00012312.png 806.31,208.01;1418.51,208.66;1421.85,832;798.77,824.24;
00012345.png 807.44,206.83;1417.4,207.84;1421.86,831.11;797.69,823.06;
00012379.png 805.76,205.16;1417.82,206.66;1421.86,831.26;797.76,822.24;
00012412.png 805.02,206.73;1417.21,205.91;1421.78,830.93;799,823.39;
00012445.png 803.34,203.06;1416.47,204.5;1420.54,829.81;797.36,823.31;
00012479.png 802.94,203.61;1414.43,204.46;1420,830.45;794.82,821.19;
00012512.png 802.26,203.6;1414.22,203.27;1418.79,828.48;793.89,821.12;
00012545.png 801.44,204.31;1414.82,203.41;1417.9,829.18;795.34,820.9;
00012579.png 799.88,201.58;1413.73,202.78;1417.32,828.71;794.14,822.22;
00012612.png 800.13,203.74;1412.99,203.79;1416.36,830.31;794.57,821.69;
00012645.png 799.48,204.9;1411.04,204.47;1415.03,829.89;792.11,821.34;
00012679.png 797.58,204.87;1411.14,204.34;1414.52,829.59;791.68,821.52;
00012712.png 797.29,204.9;1409.89,204.83;1413.37,829.93;788.68,821.24;
00012746.png 796.49,204.15;1408.36,204.7;1411.64,829.64;787.79,820.33;
00012779.png 796.59,204.86;1407.4,205.06;1410.32,829.49;786.64,819.89;
00012812.png 795.38,203.26;1407,204.73;1409.55,829.77;785.67,820.95;
00012846.png 793.92,203.73;1406.06,205.67;1409.16,831.92;783.16,821.81;
00012879.png 791.22,203.12;1405.91,204.97;1407.37,832.7;780.76,822.92;
00012912.png 789.67,201.36;1405.8,204.94;1407.05,832.29;779.76,822.71;
00012946.png 792.42,206.28;1400.39,208.97;1401.52,828.05;782.69,821.34;
00012979.png 788.33,203.53;1405.17,205.81;1404.92,833.88;776.65,823.91;
00013013.png 788.6,203.61;1403.81,206.73;1405.84,835.41;778.16,824.4;
00013046.png 789.07,203.06;1403.24,206.22;1405.66,832.97;775.34,825.06;
00013079.png 789.4,205.14;1404.49,205.79;1406.15,835.92;781.96,824.63;
00013113.png 788.62,200.74;1405.58,204.83;1406.54,834.08;778.33,825.17;
00013146.png 789.38,202.69;1404.85,203.57;1407.18,834.32;779.34,824.94;
00013179.png 788.44,199.93;1406.48,202.33;1406.59,833.09;778.86,824.67;
00013213.png 788.01,201.17;1406.17,203.67;1407.43,833.21;777.6,822.85;
00013246.png 788.52,200.53;1405.29,201.74;1406.46,832.03;777.93,821.86;
00013279.png 786.88,199.02;1404.82,200.2;1406.6,832.4;777.06,822.47;
00013313.png 786.27,198.79;1404.45,200.12;1405.56,831.35;776.33,821.05;
00013346.png 786.21,200.18;1400.65,202.99;1401.91,827.84;778.29,819.07;
00013380.png 782.87,198.84;1400.5,198.46;1403.68,828.91;775.31,818.79;
00013413.png 784.01,198.74;1400.44,198.74;1400.72,827.9;775.35,818.32;
00013446.png 782.91,196.43;1399.57,199;1401.5,825.87;773.95,816.36;
00013480.png 782.85,195.76;1399.32,195.54;1400.97,824.42;773.92,814.35;
00013513.png 783.87,192.75;1401.5,194.81;1403.13,821.71;775.35,813.22;
00013546.png 785.37,193.1;1401.51,193.87;1403.28,822.81;777.47,812.84;
00013580.png 787.56,192.09;1399.3,193.33;1402.32,818.34;779.1,810.3;
00013613.png 786.53,190.15;1402.97,190.92;1403.44,819.75;776.41,810.1;
00013646.png 788.05,191.11;1398.6,192.65;1402.5,814.09;777.56,808.37;
00013680.png 784.52,189.02;1402.21,188.72;1402.69,819.61;777.78,809.85;
00013713.png 783.45,187.39;1397.47,187.65;1400.56,815.44;773.4,807.55;
00013747.png 779.33,186.22;1396.43,187.03;1397.39,815.02;769.85,807.49;
00013780.png 778.46,186.86;1393.99,186.4;1395.49,815.56;768.76,806.42;
00013813.png 775.1,186.17;1390.45,186.17;1391.94,814.06;764.67,807.01;
00013847.png 772.78,187.05;1386.57,184.93;1389.48,814.24;764.18,804.94;
00013880.png 769.47,183.65;1386.28,182.93;1387.56,812.95;759.19,804.42;
00013913.png 767.88,183.84;1384.85,183.39;1386.24,812.03;756.94,802.87;
00013947.png 766.75,183.61;1382.85,182.42;1385.54,812.56;759.66,803.76;
00013980.png 766.91,183.02;1383.9,182.52;1384.64,810.62;758.35,801.58;
00014014.png 769.83,185.56;1378.56,185.71;1380.47,805.55;762.82,798.12;
00014047.png 764.81,181.24;1380.59,181.73;1381.5,810.47;754.81,801.32;
00014080.png 764.34,182.82;1377.21,183.06;1378.87,810.22;757.12,800.28;
00014114.png 762.74,180.54;1377.98,181.71;1378.43,810.75;753.58,800.23;
00014147.png 761.93,179.9;1377.94,182.55;1376.91,811.26;751.65,801.4;
00014180.png 761.98,180.48;1377.03,183.13;1374.86,812.99;749.3,802.83;
00014214.png 761.13,184.07;1377.32,185.92;1374.59,815.84;749.32,802.37;
00014247.png 762.99,183.3;1379.1,185.84;1376.92,817.58;748.89,803.64;
00014280.png 767.06,182.67;1382.3,187.96;1379.75,818.35;753.93,805.59;
00014314.png 773.14,187.55;1383.18,192.1;1382.85,818.04;758.56,803.16;
00014347.png 774.48,184.84;1391.27,190.09;1386.69,822.03;760.55,807.02;
00014381.png 779.91,185.24;1397.05,191.41;1392.19,822.37;764.36,804.68;
00014414.png 782.74,185.74;1400.52,191.36;1395.63,823.43;766.68,806.49;
00014447.png 785.67,185.46;1403.83,192.68;1397.94,824.28;769.71,807.85;
00014481.png 788.79,186.22;1407.22,193.85;1400.98,824.61;772.34,807.59;
00014514.png 790.15,184.56;1409.39,192.08;1403.15,823.9;774.94,807.53;
00014547.png 793.05,184.83;1411.02,192.11;1405.08,821.66;777.58,805.15;
00014581.png 793.39,184.74;1411.8,192.21;1405.98,821.36;779.79,805.25;
00014614.png 794.42,186.44;1413.58,191.18;1407.51,823.39;781.47,807.18;
00014647.png 795.24,186.34;1411.69,192.21;1406.38,821.75;779.73,805.49;
00014681.png 794.09,186.13;1410.97,192.71;1405.91,820.24;780.68,806.79;
00014714.png 793.61,185.13;1409.98,189.73;1405.12,820.04;778.67,804.11;
00014748.png 794.1,186.42;1403.58,192.87;1401.49,816.02;779.27,800.91;
00014781.png 791.38,183.32;1407.62,188.13;1403.53,817.07;776.78,803.02;
00014814.png 791.81,183.2;1408.07,187.61;1403.04,816.42;779.47,802.34;
